Time,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16
851,14.0,6.0,0.0,1.0,14.0,4.0,10.0,11.0,4.0,2.0,0.0,0.0,3.0,13.0,1.0,9.0
852,13.0,6.0,0.0,1.0,14.0,3.0,8.0,11.0,4.0,2.0,0.0,0.0,3.0,13.0,1.0,9.0
853,13.0,6.0,0.0,1.0,17.0,3.0,9.0,11.0,4.0,2.0,0.0,0.0,3.0,13.0,1.0,9.0
854,14.0,7.0,0.0,1.0,16.0,2.0,9.0,11.0,5.0,2.0,0.0,0.0,3.0,13.0,1.0,9.0
855,14.0,7.0,0.0,1.0,16.0,3.0,11.0,10.0,5.0,1.0,0.0,0.0,4.0,13.0,1.0,9.0
856,15.0,7.0,0.0,1.0,16.0,3.0,12.0,9.0,5.0,1.0,0.0,1.0,4.0,13.0,1.0,9.0
857,15.0,8.0,0.0,1.0,16.0,2.0,12.0,9.0,5.0,1.0,0.0,1.0,4.0,13.0,1.0,9.0
858,15.0,9.0,0.0,1.0,17.0,3.0,13.0,6.0,5.0,0.0,0.0,1.0,4.0,13.0,1.0,9.0
859,15.0,10.0,0.0,1.0,18.0,2.0,14.0,5.0,5.0,0.0,0.0,1.0,3.0,13.0,1.0,9.0
860,17.0,9.0,0.0,1.0,18.0,2.0,14.0,4.0,5.0,1.0,0.0,1.0,3.0,13.0,1.0,9.0
861,16.0,9.0,0.0,1.0,21.0,2.0,15.0,4.0,5.0,1.0,0.0,2.0,3.0,13.0,1.0,9.0
862,16.0,9.0,0.0,1.0,22.0,2.0,14.0,3.0,6.0,1.0,0.0,2.0,3.0,13.0,1.0,9.0
863,17.0,9.0,0.0,1.0,21.0,1.0,14.0,3.0,4.0,1.0,0.0,2.0,1.0,13.0,1.0,9.0
864,17.0,10.0,0.0,1.0,19.0,1.0,14.0,2.0,4.0,1.0,0.0,4.0,1.0,13.0,1.0,9.0
865,16.0,10.0,0.0,1.0,18.0,1.0,14.0,3.0,4.0,1.0,0.0,4.0,2.0,13.0,1.0,9.0
866,16.0,9.0,1.0,0.0,17.0,1.0,14.0,2.0,4.0,1.0,0.0,4.0,2.0,13.0,1.0,8.0
867,15.0,9.0,2.0,1.0,16.0,1.0,11.0,0.0,4.0,1.0,0.0,4.0,1.0,13.0,1.0,8.0
868,14.0,9.0,2.0,1.0,15.0,1.0,11.0,1.0,4.0,0.0,0.0,4.0,1.0,13.0,1.0,8.0
869,14.0,9.0,2.0,2.0,14.0,1.0,9.0,1.0,4.0,0.0,0.0,4.0,2.0,12.0,1.0,8.0
870,14.0,9.0,2.0,2.0,15.0,0.0,9.0,1.0,4.0,0.0,0.0,5.0,2.0,12.0,1.0,8.0
871,14.0,9.0,2.0,2.0,14.0,0.0,9.0,1.0,4.0,0.0,0.0,3.0,2.0,12.0,1.0,9.0
872,14.0,9.0,3.0,2.0,14.0,0.0,9.0,2.0,4.0,0.0,0.0,3.0,2.0,13.0,1.0,9.0
873,15.0,10.0,3.0,2.0,15.0,0.0,8.0,2.0,3.0,0.0,0.0,3.0,2.0,13.0,1.0,9.0
874,15.0,10.0,3.0,2.0,15.0,0.0,8.0,2.0,3.0,0.0,0.0,3.0,2.0,13.0,1.0,9.0
875,16.0,10.0,3.0,2.0,14.0,0.0,9.0,2.0,3.0,0.0,0.0,2.0,1.0,13.0,1.0,9.0
876,16.0,10.0,3.0,2.0,17.0,0.0,8.0,1.0,4.0,0.0,0.0,2.0,1.0,13.0,1.0,9.0
877,16.0,10.0,3.0,2.0,18.0,0.0,8.0,1.0,4.0,0.0,0.0,2.0,1.0,13.0,1.0,9.0
878,17.0,10.0,3.0,2.0,18.0,0.0,8.0,1.0,4.0,0.0,0.0,3.0,1.0,15.0,1.0,9.0
879,15.0,10.0,3.0,1.0,17.0,0.0,9.0,0.0,4.0,0.0,0.0,3.0,1.0,15.0,1.0,9.0
880,17.0,10.0,3.0,1.0,17.0,0.0,9.0,0.0,4.0,0.0,0.0,2.0,1.0,15.0,1.0,9.0
881,17.0,10.0,2.0,1.0,17.0,0.0,9.0,0.0,4.0,0.0,0.0,2.0,1.0,15.0,1.0,9.0
882,18.0,11.0,3.0,3.0,17.0,0.0,9.0,0.0,4.0,0.0,1.0,2.0,1.0,14.0,1.0,9.0
883,17.0,11.0,2.0,3.0,17.0,0.0,9.0,0.0,4.0,0.0,1.0,2.0,1.0,14.0,1.0,9.0
884,17.0,11.0,1.0,3.0,16.0,0.0,8.0,1.0,4.0,0.0,1.0,2.0,1.0,14.0,1.0,9.0
885,17.0,11.0,2.0,3.0,16.0,0.0,10.0,1.0,4.0,0.0,1.0,2.0,1.0,14.0,1.0,9.0
886,17.0,11.0,2.0,3.0,16.0,0.0,9.0,3.0,4.0,0.0,1.0,2.0,1.0,14.0,1.0,9.0
887,17.0,11.0,2.0,2.0,16.0,0.0,8.0,3.0,4.0,0.0,1.0,2.0,0.0,14.0,1.0,10.0
888,17.0,10.0,1.0,3.0,16.0,0.0,8.0,3.0,3.0,0.0,1.0,2.0,0.0,14.0,1.0,10.0
889,19.0,10.0,1.0,2.0,18.0,0.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,14.0,1.0,10.0
890,20.0,11.0,1.0,2.0,19.0,0.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,14.0,1.0,10.0
891,20.0,13.0,1.0,2.0,18.0,0.0,6.0,3.0,4.0,0.0,1.0,2.0,0.0,14.0,1.0,10.0
892,19.0,13.0,0.0,2.0,19.0,0.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,14.0,1.0,10.0
893,18.0,12.0,0.0,2.0,19.0,0.0,5.0,3.0,4.0,0.0,1.0,1.0,0.0,14.0,1.0,10.0
894,18.0,12.0,1.0,2.0,19.0,1.0,7.0,4.0,4.0,0.0,1.0,1.0,0.0,14.0,1.0,10.0
895,18.0,12.0,1.0,4.0,20.0,1.0,7.0,4.0,4.0,0.0,2.0,0.0,0.0,14.0,1.0,10.0
896,21.0,11.0,1.0,4.0,19.0,0.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,14.0,1.0,10.0
897,18.0,9.0,1.0,5.0,18.0,0.0,5.0,4.0,4.0,0.0,1.0,1.0,0.0,14.0,1.0,10.0
898,18.0,9.0,1.0,5.0,17.0,1.0,5.0,5.0,4.0,0.0,1.0,1.0,0.0,14.0,1.0,9.0
899,17.0,9.0,1.0,5.0,19.0,1.0,5.0,5.0,4.0,0.0,1.0,2.0,1.0,14.0,0.0,9.0
900,17.0,10.0,1.0,6.0,18.0,1.0,5.0,4.0,4.0,0.0,1.0,2.0,1.0,14.0,0.0,9.0
901,16.0,11.0,2.0,5.0,17.0,1.0,5.0,4.0,4.0,0.0,1.0,4.0,2.0,14.0,0.0,9.0
902,17.0,10.0,2.0,4.0,16.0,1.0,5.0,3.0,4.0,0.0,1.0,4.0,2.0,14.0,0.0,9.0
903,17.0,10.0,3.0,4.0,17.0,1.0,6.0,3.0,4.0,0.0,2.0,5.0,2.0,14.0,0.0,9.0
904,15.0,10.0,4.0,4.0,17.0,0.0,5.0,3.0,3.0,0.0,2.0,5.0,2.0,15.0,0.0,9.0
905,13.0,10.0,4.0,5.0,16.0,0.0,6.0,1.0,3.0,0.0,2.0,4.0,1.0,15.0,0.0,9.0
906,13.0,11.0,5.0,5.0,16.0,1.0,6.0,1.0,3.0,0.0,2.0,4.0,0.0,14.0,0.0,9.0
907,13.0,11.0,5.0,5.0,16.0,1.0,6.0,0.0,3.0,0.0,2.0,3.0,0.0,14.0,0.0,9.0
908,13.0,10.0,6.0,5.0,18.0,0.0,6.0,0.0,3.0,0.0,2.0,3.0,1.0,13.0,0.0,9.0
909,13.0,10.0,6.0,5.0,17.0,1.0,7.0,0.0,4.0,0.0,2.0,2.0,1.0,13.0,0.0,9.0
910,14.0,9.0,6.0,4.0,15.0,1.0,7.0,0.0,4.0,0.0,2.0,3.0,1.0,13.0,0.0,9.0
911,14.0,9.0,7.0,4.0,15.0,1.0,7.0,0.0,6.0,0.0,1.0,3.0,1.0,13.0,0.0,9.0
912,14.0,9.0,7.0,4.0,15.0,1.0,7.0,0.0,6.0,0.0,1.0,1.0,1.0,13.0,0.0,10.0
913,15.0,9.0,7.0,4.0,16.0,1.0,7.0,0.0,6.0,0.0,1.0,1.0,1.0,13.0,0.0,10.0
914,16.0,8.0,7.0,4.0,16.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,1.0,13.0,0.0,10.0
915,16.0,7.0,7.0,4.0,16.0,1.0,6.0,0.0,7.0,0.0,1.0,1.0,1.0,13.0,0.0,10.0
916,14.0,7.0,6.0,4.0,16.0,0.0,5.0,1.0,9.0,1.0,1.0,1.0,1.0,12.0,0.0,10.0
917,15.0,8.0,6.0,3.0,17.0,0.0,7.0,2.0,9.0,1.0,1.0,0.0,1.0,12.0,0.0,11.0
918,17.0,7.0,6.0,3.0,18.0,0.0,4.0,2.0,8.0,1.0,1.0,0.0,1.0,12.0,0.0,11.0
919,17.0,7.0,7.0,3.0,18.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,11.0
920,17.0,8.0,7.0,3.0,18.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,11.0
921,17.0,9.0,7.0,2.0,18.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,11.0
922,17.0,10.0,5.0,2.0,18.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,12.0
923,17.0,11.0,5.0,2.0,18.0,0.0,6.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,11.0
924,17.0,11.0,4.0,2.0,17.0,0.0,6.0,3.0,7.0,1.0,0.0,0.0,1.0,12.0,0.0,12.0
925,15.0,12.0,3.0,3.0,17.0,0.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
926,15.0,13.0,3.0,3.0,16.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
927,16.0,14.0,3.0,2.0,17.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0
928,17.0,14.0,3.0,2.0,18.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0
929,17.0,14.0,2.0,1.0,18.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0
930,16.0,14.0,2.0,1.0,18.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0
931,13.0,15.0,1.0,1.0,16.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0
932,13.0,15.0,1.0,1.0,15.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0
933,13.0,15.0,2.0,1.0,16.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0
934,11.0,13.0,3.0,1.0,16.0,0.0,6.0,5.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,12.0
935,11.0,14.0,2.0,1.0,15.0,0.0,6.0,6.0,4.0,0.0,0.0,1.0,0.0,14.0,0.0,12.0
936,11.0,13.0,3.0,2.0,14.0,1.0,6.0,5.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,12.0
937,10.0,13.0,4.0,2.0,15.0,1.0,6.0,5.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,13.0
938,10.0,13.0,4.0,2.0,15.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,14.0,0.0,13.0
939,10.0,13.0,4.0,3.0,15.0,1.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,14.0,0.0,13.0
940,11.0,12.0,4.0,3.0,15.0,1.0,4.0,6.0,3.0,1.0,0.0,2.0,0.0,14.0,0.0,13.0
941,10.0,12.0,4.0,4.0,14.0,1.0,4.0,6.0,3.0,1.0,0.0,3.0,1.0,14.0,0.0,13.0
942,10.0,12.0,4.0,4.0,13.0,1.0,4.0,4.0,3.0,1.0,0.0,2.0,1.0,14.0,0.0,13.0
943,10.0,13.0,4.0,4.0,13.0,1.0,4.0,4.0,3.0,2.0,0.0,2.0,2.0,14.0,0.0,13.0
944,10.0,13.0,4.0,4.0,12.0,1.0,5.0,4.0,3.0,2.0,0.0,2.0,2.0,16.0,0.0,13.0
945,10.0,13.0,4.0,4.0,13.0,0.0,6.0,3.0,3.0,2.0,0.0,1.0,2.0,16.0,0.0,13.0
946,11.0,14.0,3.0,4.0,12.0,0.0,6.0,3.0,3.0,2.0,0.0,1.0,3.0,18.0,0.0,13.0
947,11.0,14.0,3.0,4.0,12.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,3.0,18.0,0.0,13.0
948,11.0,14.0,3.0,5.0,12.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,3.0,18.0,0.0,13.0
949,12.0,13.0,3.0,5.0,12.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,3.0,18.0,0.0,13.0
950,13.0,13.0,3.0,4.0,13.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,3.0,18.0,0.0,13.0
951,13.0,13.0,3.0,4.0,12.0,0.0,6.0,5.0,3.0,3.0,0.0,0.0,3.0,18.0,0.0,13.0
952,13.0,14.0,3.0,5.0,12.0,0.0,7.0,5.0,3.0,3.0,0.0,0.0,3.0,18.0,0.0,13.0
953,13.0,15.0,3.0,5.0,12.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,3.0,18.0,0.0,13.0
954,14.0,15.0,2.0,5.0,12.0,0.0,7.0,5.0,3.0,2.0,0.0,0.0,3.0,18.0,0.0,13.0
955,13.0,15.0,0.0,5.0,12.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,3.0,17.0,0.0,13.0
956,13.0,15.0,0.0,4.0,12.0,0.0,7.0,5.0,3.0,1.0,1.0,0.0,3.0,16.0,0.0,13.0
957,13.0,15.0,0.0,4.0,12.0,0.0,7.0,5.0,3.0,1.0,1.0,0.0,3.0,16.0,0.0,13.0
958,13.0,14.0,0.0,4.0,12.0,0.0,7.0,6.0,3.0,1.0,1.0,0.0,3.0,16.0,0.0,13.0
959,15.0,15.0,0.0,3.0,12.0,2.0,7.0,6.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
960,15.0,14.0,0.0,2.0,12.0,2.0,7.0,6.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
961,15.0,15.0,0.0,2.0,13.0,0.0,7.0,5.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
962,14.0,15.0,0.0,2.0,13.0,1.0,6.0,5.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
963,14.0,15.0,0.0,4.0,13.0,2.0,7.0,3.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
964,14.0,16.0,0.0,4.0,13.0,2.0,7.0,3.0,3.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
965,14.0,16.0,0.0,4.0,12.0,2.0,7.0,3.0,4.0,0.0,1.0,0.0,3.0,16.0,0.0,14.0
966,14.0,16.0,0.0,4.0,11.0,2.0,7.0,2.0,4.0,0.0,1.0,0.0,2.0,16.0,0.0,14.0
967,13.0,17.0,0.0,3.0,11.0,2.0,7.0,2.0,5.0,0.0,1.0,0.0,1.0,14.0,0.0,14.0
968,12.0,17.0,0.0,3.0,10.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,14.0,0.0,14.0
969,12.0,18.0,0.0,5.0,10.0,0.0,5.0,2.0,6.0,0.0,1.0,1.0,1.0,14.0,0.0,14.0
970,13.0,18.0,0.0,6.0,12.0,0.0,5.0,2.0,6.0,0.0,1.0,1.0,0.0,14.0,0.0,15.0
971,13.0,19.0,0.0,6.0,13.0,0.0,5.0,2.0,7.0,0.0,1.0,2.0,0.0,14.0,0.0,15.0
972,13.0,19.0,0.0,5.0,14.0,0.0,5.0,1.0,7.0,0.0,1.0,2.0,0.0,14.0,0.0,14.0
973,13.0,20.0,0.0,5.0,14.0,0.0,5.0,1.0,7.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
974,12.0,20.0,0.0,5.0,14.0,0.0,5.0,1.0,7.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
975,11.0,20.0,0.0,6.0,14.0,0.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
976,10.0,21.0,0.0,6.0,13.0,0.0,4.0,1.0,6.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
977,9.0,21.0,0.0,6.0,13.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
978,9.0,21.0,0.0,6.0,12.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,14.0,0.0,14.0
979,9.0,21.0,0.0,6.0,14.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0
980,8.0,21.0,0.0,5.0,12.0,1.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,14.0,0.0,14.0
981,8.0,20.0,0.0,5.0,11.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0
982,3.0,33.0,0.0,9.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,12.0,0.0,9.0
983,3.0,33.0,0.0,9.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
984,3.0,33.0,0.0,9.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
985,3.0,31.0,0.0,10.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
986,3.0,31.0,0.0,10.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
987,4.0,31.0,0.0,12.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
988,4.0,28.0,0.0,14.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
989,4.0,28.0,0.0,15.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
990,4.0,25.0,0.0,15.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
991,4.0,24.0,0.0,15.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
992,4.0,23.0,0.0,14.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
993,4.0,23.0,0.0,14.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
994,4.0,25.0,0.0,14.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,9.0
995,4.0,25.0,1.0,14.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,10.0
996,4.0,27.0,1.0,14.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,12.0,0.0,10.0
997,5.0,27.0,1.0,13.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,12.0,0.0,10.0
998,6.0,25.0,1.0,12.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,10.0
999,6.0,26.0,1.0,11.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,12.0
1000,6.0,26.0,1.0,11.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,12.0,0.0,13.0
1001,6.0,27.0,1.0,10.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,12.0,0.0,13.0
1002,6.0,23.0,1.0,10.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,12.0,0.0,13.0
1003,6.0,23.0,1.0,10.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,12.0,0.0,13.0
1004,6.0,23.0,1.0,9.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,12.0,0.0,13.0
1005,6.0,24.0,1.0,9.0,7.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,12.0,0.0,13.0
1006,5.0,24.0,1.0,9.0,7.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,12.0,0.0,13.0
1007,5.0,24.0,1.0,9.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,12.0,0.0,13.0
1008,5.0,24.0,1.0,8.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,13.0
1009,5.0,23.0,1.0,8.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,13.0
1010,5.0,22.0,1.0,7.0,6.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1011,6.0,22.0,1.0,7.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1012,6.0,22.0,0.0,7.0,6.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1013,6.0,21.0,0.0,6.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1014,7.0,20.0,0.0,5.0,9.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1015,7.0,20.0,1.0,5.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1016,8.0,20.0,1.0,3.0,9.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1017,9.0,19.0,1.0,3.0,9.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1018,10.0,19.0,1.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1019,10.0,19.0,1.0,2.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,13.0
1020,10.0,19.0,1.0,2.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,12.0,0.0,13.0
1021,10.0,17.0,1.0,2.0,10.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,12.0,0.0,13.0
1022,11.0,17.0,1.0,2.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,12.0,0.0,13.0
1023,11.0,17.0,1.0,2.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,12.0,0.0,13.0
1024,10.0,15.0,1.0,2.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,12.0,0.0,13.0
1025,10.0,12.0,1.0,2.0,8.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,12.0,0.0,13.0
1026,10.0,11.0,1.0,1.0,8.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,12.0,0.0,13.0
1027,10.0,13.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,12.0,0.0,13.0
1028,10.0,13.0,1.0,0.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,12.0,0.0,13.0
1029,10.0,13.0,1.0,0.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,12.0,0.0,13.0
1030,10.0,13.0,1.0,0.0,7.0,2.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,12.0,0.0,13.0
1031,10.0,13.0,1.0,0.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,12.0,0.0,13.0
1032,10.0,14.0,1.0,0.0,7.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,1.0,12.0,0.0,13.0
1033,10.0,13.0,1.0,0.0,7.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,12.0,0.0,13.0
1034,11.0,13.0,1.0,0.0,8.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,12.0,0.0,13.0
1035,11.0,12.0,2.0,0.0,8.0,4.0,5.0,1.0,3.0,0.0,0.0,1.0,3.0,12.0,0.0,13.0
1036,11.0,12.0,1.0,0.0,8.0,4.0,7.0,1.0,3.0,0.0,0.0,1.0,3.0,12.0,0.0,13.0
1037,11.0,10.0,1.0,0.0,8.0,4.0,6.0,1.0,4.0,0.0,1.0,2.0,2.0,12.0,0.0,12.0
1038,12.0,9.0,1.0,0.0,8.0,4.0,7.0,1.0,5.0,0.0,1.0,2.0,2.0,12.0,0.0,12.0
1039,12.0,9.0,1.0,0.0,8.0,4.0,8.0,3.0,5.0,0.0,1.0,3.0,1.0,12.0,0.0,12.0
1040,12.0,9.0,1.0,0.0,8.0,4.0,8.0,4.0,5.0,0.0,1.0,3.0,0.0,12.0,0.0,12.0
1041,12.0,9.0,1.0,0.0,8.0,5.0,9.0,4.0,6.0,0.0,1.0,3.0,0.0,12.0,0.0,12.0
1042,12.0,9.0,1.0,0.0,8.0,6.0,9.0,4.0,6.0,0.0,1.0,3.0,0.0,12.0,0.0,12.0
1043,12.0,9.0,1.0,0.0,8.0,6.0,10.0,4.0,6.0,0.0,1.0,3.0,0.0,12.0,0.0,12.0
1044,12.0,7.0,1.0,0.0,8.0,6.0,10.0,5.0,6.0,0.0,1.0,2.0,0.0,13.0,0.0,12.0
1045,12.0,7.0,1.0,0.0,10.0,7.0,9.0,5.0,6.0,0.0,1.0,2.0,0.0,13.0,0.0,12.0
1046,13.0,6.0,1.0,0.0,12.0,8.0,8.0,5.0,6.0,0.0,0.0,2.0,0.0,13.0,0.0,12.0
1047,13.0,5.0,2.0,0.0,12.0,6.0,8.0,6.0,6.0,0.0,0.0,2.0,0.0,13.0,0.0,13.0
1048,14.0,5.0,1.0,0.0,11.0,6.0,8.0,6.0,6.0,0.0,0.0,1.0,0.0,13.0,0.0,14.0
1049,14.0,5.0,2.0,0.0,11.0,7.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,15.0
1050,13.0,4.0,2.0,0.0,11.0,6.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0
1051,12.0,3.0,2.0,1.0,9.0,6.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,14.0
1052,12.0,3.0,2.0,1.0,9.0,6.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0
1053,11.0,3.0,2.0,2.0,8.0,6.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0
1054,12.0,3.0,2.0,2.0,8.0,4.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0
1055,12.0,3.0,2.0,2.0,8.0,4.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0
1056,12.0,3.0,2.0,2.0,9.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
1057,13.0,4.0,2.0,3.0,9.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
1058,15.0,4.0,3.0,3.0,8.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
1059,15.0,3.0,3.0,3.0,8.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0
1060,15.0,3.0,3.0,1.0,10.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0
